mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,Task,Model,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,param_model__max_features,param_model__n_estimators
0.0025074005126953123,0.00019626060186914797,0.0008830547332763672,3.971781612582214e-05,0.1,lbfgs,"{'model__C': 0.1, 'model__solver': 'lbfgs'}",0.7217591261856855,0.6955727487642381,0.7667096496883731,0.7526327100795185,0.7298517085751128,0.7333051886585855,0.024732109512384134,2,0.7411347517730497,0.7518091184048392,0.7274000224039431,0.7309398454127927,0.7335947126694298,0.7369756901328108,0.008681983996465994,Pass/Fail Risk,Logistic Regression,,,,,,
0.0021596431732177736,0.0002043434666389588,0.0008347034454345703,7.94033382239089e-05,0.1,liblinear,"{'model__C': 0.1, 'model__solver': 'liblinear'}",0.7182379994251222,0.7006232538147432,0.7667096496883731,0.7627337201805287,0.7349022136256178,0.736641367346877,0.02539261935408403,1,0.7397378035675908,0.7486501624285874,0.7265150666517307,0.7300548896605803,0.7352414024868377,0.7360398649590654,0.007744334789518,Pass/Fail Risk,Logistic Regression,,,,,,
0.0023756504058837892,0.00012428743835136521,0.0008623600006103516,0.00011016166502946514,1.0,lbfgs,"{'model__C': 1.0, 'model__solver': 'lbfgs'}",0.7147168726645587,0.697077154523963,0.7631635503975929,0.7591876208897486,0.7263056092843327,0.7320901615520392,0.02553832676492171,3,0.7415108532129808,0.7495351181807999,0.7291699339083679,0.7279041111235578,0.7344796684216421,0.7365199369694697,0.008083586860621324,Pass/Fail Risk,Logistic Regression,,,,,,
0.0020789623260498045,6.959885497590588e-05,0.0008034706115722656,3.205714898272733e-05,1.0,liblinear,"{'model__C': 1.0, 'model__solver': 'liblinear'}",0.7147168726645587,0.697077154523963,0.7631635503975929,0.7591876208897486,0.7263056092843327,0.7320901615520392,0.02553832676492171,3,0.7415108532129808,0.7495351181807999,0.7291699339083679,0.7279041111235578,0.7344796684216421,0.7365199369694697,0.008083586860621324,Pass/Fail Risk,Logistic Regression,,,,,,
0.002235603332519531,5.7276340853877124e-05,0.0007941246032714844,1.5265791001739356e-05,10.0,lbfgs,"{'model__C': 10.0, 'model__solver': 'lbfgs'}",0.7147168726645587,0.697077154523963,0.7631635503975929,0.7591876208897486,0.7263056092843327,0.7320901615520392,0.02553832676492171,3,0.7415108532129808,0.75080094096561,0.7279041111235578,0.7279041111235578,0.7344796684216421,0.7365199369694697,0.008734803098512756,Pass/Fail Risk,Logistic Regression,,,,,,
0.00200653076171875,2.1048998645272463e-05,0.0007818222045898437,1.947247894121731e-05,10.0,liblinear,"{'model__C': 10.0, 'model__solver': 'liblinear'}",0.7147168726645587,0.697077154523963,0.7631635503975929,0.7591876208897486,0.7263056092843327,0.7320901615520392,0.02553832676492171,3,0.7415108532129808,0.7520667637504201,0.7279041111235578,0.7279041111235578,0.7344796684216421,0.7367731015264317,0.009153362357118106,Pass/Fail Risk,Logistic Regression,,,,,,
0.0024824142456054688,0.00030564793182922086,0.0008333683013916016,4.017041049919207e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.7088962345501582,0.6479690522243713,0.7342574683000215,0.7045991833225875,0.6828927573608425,0.6957229391515961,0.028921551273656247,20,0.7542177090049431,0.7442253836675254,0.7428475411672455,0.74208580710205,0.7477540047048281,0.7462260891293184,0.004444319029605376,Pass/Fail Risk,Decision Tree,gini,3,1.0,2.0,,
0.0022169113159179687,5.155480793790418e-05,0.0007645130157470703,1.0412752319721219e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.7088962345501582,0.6479690522243713,0.7342574683000215,0.7045991833225875,0.6828927573608425,0.6957229391515961,0.028921551273656247,20,0.7542177090049431,0.7442253836675254,0.7428475411672455,0.74208580710205,0.7477540047048281,0.7462260891293184,0.004444319029605376,Pass/Fail Risk,Decision Tree,gini,3,1.0,5.0,,
0.002294921875,7.251760446637612e-05,0.0008427619934082032,7.072644452182029e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.7088962345501582,0.6479690522243713,0.7342574683000215,0.7045991833225875,0.6828927573608425,0.6957229391515961,0.028921551273656247,20,0.7542177090049431,0.7442253836675254,0.7428475411672455,0.74208580710205,0.7477540047048281,0.7462260891293184,0.004444319029605376,Pass/Fail Risk,Decision Tree,gini,3,1.0,10.0,,
0.0022814273834228516,7.040367826015787e-05,0.0007979393005371094,2.5405801452182545e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.7088962345501582,0.6479690522243713,0.7342574683000215,0.7045991833225875,0.6828927573608425,0.6957229391515961,0.028921551273656247,20,0.7542177090049431,0.7442253836675254,0.7428475411672455,0.74208580710205,0.7477540047048281,0.7462260891293184,0.004444319029605376,Pass/Fail Risk,Decision Tree,gini,3,2.0,2.0,,
0.0021920204162597656,2.9393056230709472e-05,0.0007912158966064453,6.38466258555167e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.7088962345501582,0.6479690522243713,0.7342574683000215,0.7045991833225875,0.6828927573608425,0.6957229391515961,0.028921551273656247,20,0.7542177090049431,0.7442253836675254,0.7428475411672455,0.74208580710205,0.7477540047048281,0.7462260891293184,0.004444319029605376,Pass/Fail Risk,Decision Tree,gini,3,2.0,5.0,,
0.002199554443359375,3.472363414968107e-05,0.0007695198059082031,2.401603022045544e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.7088962345501582,0.6479690522243713,0.7342574683000215,0.7045991833225875,0.6828927573608425,0.6957229391515961,0.028921551273656247,20,0.7542177090049431,0.7442253836675254,0.7428475411672455,0.74208580710205,0.7477540047048281,0.7462260891293184,0.004444319029605376,Pass/Fail Risk,Decision Tree,gini,3,2.0,10.0,,
0.003066682815551758,0.000689969207655277,0.0009599685668945313,9.783259968299526e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2}",0.7088962345501582,0.6479690522243713,0.7342574683000215,0.7045991833225875,0.6828927573608425,0.6957229391515961,0.028921551273656247,20,0.7542177090049431,0.7442253836675254,0.7428475411672455,0.74208580710205,0.7477540047048281,0.7462260891293184,0.004444319029605376,Pass/Fail Risk,Decision Tree,gini,3,4.0,2.0,,
0.0023132801055908204,5.9738124162899976e-05,0.0008044242858886719,4.347384805856544e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5}",0.7088962345501582,0.6479690522243713,0.7342574683000215,0.7045991833225875,0.6828927573608425,0.6957229391515961,0.028921551273656247,20,0.7542177090049431,0.7442253836675254,0.7428475411672455,0.74208580710205,0.7477540047048281,0.7462260891293184,0.004444319029605376,Pass/Fail Risk,Decision Tree,gini,3,4.0,5.0,,
0.0022679805755615235,0.0001325379667703126,0.0007938385009765625,3.672964924363301e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10}",0.7088962345501582,0.6479690522243713,0.7342574683000215,0.7045991833225875,0.6828927573608425,0.6957229391515961,0.028921551273656247,20,0.7542177090049431,0.7442253836675254,0.7428475411672455,0.74208580710205,0.7477540047048281,0.7462260891293184,0.004444319029605376,Pass/Fail Risk,Decision Tree,gini,3,4.0,10.0,,
0.0025989055633544923,6.705924234014381e-05,0.0007780075073242187,1.3645709866748615e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.6953866053463639,0.6906297012679992,0.6983666451751558,0.6872985170857511,0.6692456479690523,0.6881854233688645,0.010207746947691438,39,0.7822909950569525,0.7865464321720623,0.776890332698555,0.7727456032261678,0.78268175198835,0.7802310230284175,0.004844082396924723,Pass/Fail Risk,Decision Tree,gini,5,1.0,2.0,,
0.002555990219116211,2.6471377663459057e-05,0.0007635116577148438,6.56166740866454e-06,,,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.7004886461626905,0.692134107027724,0.6983666451751558,0.6872985170857511,0.6672039544379971,0.6890983739778637,0.011895040297542382,35,0.7792553191489362,0.78566147641985,0.776890332698555,0.7727456032261678,0.7814159292035399,0.7791937321394097,0.0043279945539396085,Pass/Fail Risk,Decision Tree,gini,5,1.0,5.0,,
0.0025718212127685547,7.578486230678472e-05,0.0007748126983642579,1.750609421628382e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.7040097729232538,0.692134107027724,0.6983666451751558,0.6872985170857511,0.655598538577262,0.6874815161578294,0.01691078741687453,42,0.7750913389211262,0.7830066091632127,0.7752436428811471,0.7727456032261678,0.7776184608491095,0.7767411310081527,0.0034915455328240726,Pass/Fail Risk,Decision Tree,gini,5,1.0,10.0,,
0.002637624740600586,7.52324527935797e-05,0.0007904052734375,2.7089806799607287e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.6953866053463639,0.692134107027724,0.7034171502256609,0.6802063185041909,0.668708360197722,0.6879705082603322,0.012183971349651282,41,0.7810283687943262,0.7843956536350398,0.7772711997311528,0.7743922930435756,0.7801501064187297,0.7794475243245648,0.0033990712422654608,Pass/Fail Risk,Decision Tree,gini,5,2.0,2.0,,
0.0033928394317626954,0.0005900088385044129,0.0013989925384521485,0.0007655372262169139,,,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.7004886461626905,0.692134107027724,0.7034171502256609,0.6802063185041909,0.668708360197722,0.6889909164235977,0.012951794514277424,36,0.7792553191489362,0.7843956536350398,0.7772711997311528,0.7743922930435756,0.7801501064187297,0.7790929143954868,0.00330688854160342,Pass/Fail Risk,Decision Tree,gini,5,2.0,5.0,,
0.0033095359802246095,0.0008621682148111521,0.001381826400756836,0.0007259737195611411,,,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.7040097729232538,0.692134107027724,0.7034171502256609,0.683752417794971,0.6571029443369869,0.6880832784617193,0.017226302666401176,40,0.7750913389211262,0.7817407863784026,0.7730928643441246,0.7718606474739554,0.7772375938165117,0.7758046461868242,0.0034845026373444645,Pass/Fail Risk,Decision Tree,gini,5,2.0,10.0,,
0.003480386734008789,0.0006435225363845107,0.0009612083435058594,0.00012658752226407525,,,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2}",0.7040097729232538,0.6814958091553837,0.7034171502256609,0.6872985170857511,0.6672039544379971,0.6886850407656093,0.013906308163715414,37,0.7750913389211262,0.7790859191217654,0.7723311302789291,0.7714797804413577,0.7796460176991151,0.7755268372924586,0.003359035039831606,Pass/Fail Risk,Decision Tree,gini,5,4.0,2.0,,
0.0027868270874023436,0.00011564027625786394,0.0008651256561279297,5.667036601126654e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5}",0.7040097729232538,0.6814958091553837,0.7034171502256609,0.6872985170857511,0.6672039544379971,0.6886850407656093,0.013906308163715414,37,0.7750913389211262,0.7790859191217654,0.7723311302789291,0.7714797804413577,0.7796460176991151,0.7755268372924586,0.003359035039831606,Pass/Fail Risk,Decision Tree,gini,5,4.0,5.0,,
0.004666471481323242,0.002149273881827061,0.0012804031372070312,0.0006699138098500085,,,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10}",0.7040097729232538,0.6814958091553837,0.7034171502256609,0.6872985170857511,0.6571029443369869,0.6866648387454073,0.017219249099315697,43,0.7750913389211262,0.7790859191217654,0.7723311302789291,0.7714797804413577,0.7767335050968971,0.7749443347720151,0.0028002655599122326,Pass/Fail Risk,Decision Tree,gini,5,4.0,10.0,,
0.003068065643310547,5.145768921934491e-05,0.0008265018463134765,6.750801753445185e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.7024288588674907,0.673866322802493,0.6545239630346014,0.7026649473457984,0.6880507199656136,0.6843069624031995,0.018305564563613274,49,0.8655705996131529,0.8485605466562115,0.869597849221463,0.8633807550128823,0.8446510585863112,0.8583521618180041,0.009873743323992922,Pass/Fail Risk,Decision Tree,gini,8,1.0,2.0,,
0.003029155731201172,6.594528602441435e-05,0.0007728099822998047,2.972497439481487e-06,,,"{'model__criterion': 'gini', 'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.7138545559068697,0.678916827852998,0.6595744680851063,0.6890178379540082,0.6809585213840532,0.6844644422366071,0.01759028432826588,48,0.8502310337416721,0.8385683880362944,0.8621373361711662,0.8561666853366192,0.8342780329337963,0.8482762952439098,0.010472846070207003,Pass/Fail Risk,Decision Tree,gini,8,1.0,5.0,,
0.0029813766479492186,3.577181384283496e-05,0.0008086204528808594,6.844093415196855e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.7173756826674331,0.668815817751988,0.6661293788953364,0.6935310552331829,0.6673114119922631,0.6826326693080408,0.020118929892857535,51,0.8383569739952719,0.8268063179119525,0.8458160636271984,0.8440237481796796,0.8230200515290691,0.8356046310486341,0.009148904153002096,Pass/Fail Risk,Decision Tree,gini,8,1.0,10.0,,
0.002995586395263672,6.43247140581774e-05,0.0007823944091796875,3.4500939601202844e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 8, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.7020695602184536,0.6955727487642381,0.6479690522243713,0.686976144422953,0.6768751343219428,0.6818925279903917,0.018952998038615415,52,0.8515205243928647,0.8338971659011987,0.8587207348493335,0.8482020835667077,0.8287218550464882,0.8442124727513187,0.011190880882645542,Pass/Fail Risk,Decision Tree,gini,8,2.0,2.0,,
0.003008413314819336,7.733990019860053e-05,0.0007856369018554687,2.428192275621646e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 8, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.7036504742742167,0.690522243713733,0.6509778637438213,0.6819256393724479,0.6768751343219428,0.6807902710852323,0.017451058246402328,54,0.8497474747474747,0.8335162988686009,0.8569508233449087,0.84782121653411,0.8283409880138904,0.843275360301797,0.010656886218938526,Pass/Fail Risk,Decision Tree,gini,8,2.0,5.0,,
0.0029722213745117187,4.059382810798043e-05,0.0007758140563964844,1.4490672492048973e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 8, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.7224777234837596,0.673866322802493,0.6560283687943262,0.6798839458413927,0.673866322802493,0.6812245367448929,0.022121284340289888,53,0.8340586718246292,0.8241514506553154,0.8422762406183488,0.8366864568163996,0.8207460513050298,0.8315837742439445,0.00798983100027348,Pass/Fail Risk,Decision Tree,gini,8,2.0,10.0,,
0.0029848575592041015,4.026736639937237e-05,0.00078277587890625,1.413997057154829e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 8, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2}",0.7240586375395228,0.6774124220932731,0.6595744680851063,0.710186976144423,0.6940683430045131,0.6930601693733678,0.022897131429941667,31,0.834569095207393,0.8247787610619469,0.838982860983533,0.8320040327097569,0.8173294499831971,0.8295328399891654,0.007645881910720398,Pass/Fail Risk,Decision Tree,gini,8,4.0,2.0,,
0.002959156036376953,4.1499792887407806e-05,0.0007839679718017578,1.861217046678817e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 8, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5}",0.7240586375395228,0.6774124220932731,0.6595744680851063,0.710186976144423,0.6940683430045131,0.6930601693733678,0.022897131429941667,31,0.834569095207393,0.8247787610619469,0.838982860983533,0.8320040327097569,0.8173294499831971,0.8295328399891654,0.007645881910720398,Pass/Fail Risk,Decision Tree,gini,8,4.0,5.0,,
0.0029630661010742188,5.7533520378146274e-05,0.0007802486419677734,2.267088658152584e-05,,,"{'model__criterion': 'gini', 'model__max_depth': 8, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10}",0.7189565967231963,0.6708575112830433,0.6595744680851063,0.7000859660434129,0.6804212336127229,0.6859791551494963,0.021181481866690312,45,0.8333064689447668,0.823255292931556,0.8367088607594937,0.8312422986445613,0.8107538926851126,0.827053362793098,0.009273351298910758,Pass/Fail Risk,Decision Tree,gini,8,4.0,10.0,,
0.0038811683654785155,0.0006564672661327278,0.0008916378021240235,0.00014343317201689687,,,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.6452285139407876,0.6071351816032667,0.638942617666022,0.630883301096067,0.6304534708790028,0.6305286170370292,0.012917171862960038,72,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Pass/Fail Risk,Decision Tree,gini,,1.0,2.0,,
0.0033605098724365234,6.661246139906719e-05,0.0008080482482910156,1.200304360184739e-05,,,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.66879850531762,0.6258327960455621,0.6267999140339566,0.6647324306898775,0.6491510853212981,0.6470629462816628,0.01816763763082894,69,0.9533096926713949,0.9630670998095665,0.9685112579814048,0.9588887644225383,0.9650834546880251,0.9617720539145859,0.0052532714856912185,Pass/Fail Risk,Decision Tree,gini,,1.0,5.0,,
0.0033007144927978517,0.00010472666286924926,0.000792551040649414,2.3245701422797694e-05,,,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.6848232250646737,0.6252955082742317,0.6586073500967118,0.6495809155383624,0.6314205888673974,0.6499455175682753,0.021177396908800047,66,0.8986943907156673,0.911594040551137,0.9046264142489078,0.9110675478884284,0.9210709084798925,0.9094106603768065,0.007499350071838434,Pass/Fail Risk,Decision Tree,gini,,1.0,10.0,,
0.003462362289428711,0.00029399980347105036,0.00079193115234375,2.4334864757069847e-05,,,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.6723196320781835,0.6682785299806577,0.6201375456694606,0.6313131313131313,0.6394799054373523,0.6463057488957571,0.020570225121880205,71,0.9352299591661294,0.9458720734849333,0.947899630334939,0.9409432060042567,0.9494118964937829,0.9438713530968081,0.005180255885055327,Pass/Fail Risk,Decision Tree,gini,,2.0,2.0,,
0.0037387847900390626,0.0005814296755274884,0.0009140491485595704,0.00014769267207942658,,,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.6844639264156367,0.6697829357403826,0.6141199226305609,0.6712873415001075,0.6525897270578122,0.6584487706689,0.02436988177166768,62,0.9307973350526542,0.9403046936260782,0.9482804973675367,0.9351181807998208,0.9443486053545425,0.9397698624401263,0.006258214245983179,Pass/Fail Risk,Decision Tree,gini,,2.0,5.0,,
0.0038616180419921873,0.0004222215571193199,0.0008943080902099609,6.251515182940341e-05,,,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.6848232250646737,0.6596819256393724,0.6535568450462068,0.6454975284762519,0.6540941328175371,0.6595307314088084,0.013430620254400375,60,0.8938856651622609,0.8979276352638064,0.889951831522348,0.8967738321944663,0.9065307494118965,0.8970139427109556,0.0054976655370486275,Pass/Fail Risk,Decision Tree,gini,,2.0,10.0,,
0.0034226894378662108,0.0002199119209896209,0.0010461807250976562,0.0004196731843644157,,,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2}",0.6844639264156367,0.6384053298946916,0.6348592306039114,0.7000859660434129,0.6632280249301525,0.664208495577561,0.0253992889739287,57,0.8863099075865033,0.8836339195698443,0.8823568948134872,0.8871625406071468,0.8961353198162876,0.8871197164786537,0.0048326799644293995,Pass/Fail Risk,Decision Tree,gini,,4.0,2.0,,
0.0032567501068115233,0.00010465140667961027,0.0008176803588867187,2.5104740508797878e-05,,,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5}",0.6844639264156367,0.6384053298946916,0.6348592306039114,0.7000859660434129,0.6632280249301525,0.664208495577561,0.0253992889739287,57,0.8863099075865033,0.8836339195698443,0.8823568948134872,0.8871625406071468,0.8961353198162876,0.8871197164786537,0.0048326799644293995,Pass/Fail Risk,Decision Tree,gini,,4.0,5.0,,
0.0031984806060791015,9.375734156122756e-05,0.0007903099060058594,8.774840252226595e-06,,,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10}",0.6860448404713999,0.6293788953363422,0.6298087255534064,0.6899849559424027,0.6587148076509779,0.6587864449909058,0.02615677557404285,61,0.8833816892327531,0.8747619581046264,0.8742578693850118,0.8784362047720399,0.8844964713789627,0.8790668385746787,0.004246286097579277,Pass/Fail Risk,Decision Tree,gini,,4.0,10.0,,
0.0023107528686523438,4.75861027097901e-05,0.0007710456848144531,2.4415273189328058e-05,,,"{'model__criterion': 'entropy', 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.7058781258982466,0.6820330969267139,0.7342574683000215,0.7045991833225875,0.6975069847410273,0.7048549718377194,0.016973213950448332,9,0.731732215774769,0.73325865352302,0.7428475411672455,0.7385459840932005,0.7320824465105858,0.7356933682137642,0.004335364524943736,Pass/Fail Risk,Decision Tree,entropy,3,1.0,2.0,,
0.0024309635162353517,0.000128494157599703,0.0008147239685058593,6.939453610979987e-05,,,"{'model__criterion': 'entropy', 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.7058781258982466,0.6820330969267139,0.7342574683000215,0.7045991833225875,0.6975069847410273,0.7048549718377194,0.016973213950448332,9,0.731732215774769,0.73325865352302,0.7428475411672455,0.7385459840932005,0.7320824465105858,0.7356933682137642,0.004335364524943736,Pass/Fail Risk,Decision Tree,entropy,3,1.0,5.0,,
0.002517223358154297,0.00016025297301053084,0.0008327960968017578,3.5797420262227155e-05,,,"{'model__criterion': 'entropy', 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.7058781258982466,0.6820330969267139,0.7342574683000215,0.7045991833225875,0.6975069847410273,0.7048549718377194,0.016973213950448332,9,0.731732215774769,0.73325865352302,0.7428475411672455,0.7385459840932005,0.7320824465105858,0.7356933682137642,0.004335364524943736,Pass/Fail Risk,Decision Tree,entropy,3,1.0,10.0,,
0.002631473541259766,0.00019307544592768087,0.0008237838745117187,3.219141746098006e-05,,,"{'model__criterion': 'entropy', 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.7058781258982466,0.6820330969267139,0.7342574683000215,0.7045991833225875,0.6975069847410273,0.7048549718377194,0.016973213950448332,9,0.731732215774769,0.73325865352302,0.7428475411672455,0.7385459840932005,0.7320824465105858,0.7356933682137642,0.004335364524943736,Pass/Fail Risk,Decision Tree,entropy,3,2.0,2.0,,
0.002306556701660156,7.069528593101546e-05,0.0007594585418701172,6.556467576317102e-06,,,"{'model__criterion': 'entropy', 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.7058781258982466,0.6820330969267139,0.7342574683000215,0.7045991833225875,0.6975069847410273,0.7048549718377194,0.016973213950448332,9,0.731732215774769,0.73325865352302,0.7428475411672455,0.7385459840932005,0.7320824465105858,0.7356933682137642,0.004335364524943736,Pass/Fail Risk,Decision Tree,entropy,3,2.0,5.0,,
0.0022946834564208985,3.796791730830937e-05,0.0007548809051513671,8.244457928633016e-06,,,"{'model__criterion': 'entropy', 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.7058781258982466,0.6820330969267139,0.7342574683000215,0.7045991833225875,0.6975069847410273,0.7048549718377194,0.016973213950448332,9,0.731732215774769,0.73325865352302,0.7428475411672455,0.7385459840932005,0.7320824465105858,0.7356933682137642,0.004335364524943736,Pass/Fail Risk,Decision Tree,entropy,3,2.0,10.0,,
0.002286672592163086,2.5511010783996058e-05,0.0007962226867675781,6.858612588705807e-05,,,"{'model__criterion': 'entropy', 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2}",0.7058781258982466,0.6820330969267139,0.7342574683000215,0.7045991833225875,0.6975069847410273,0.7048549718377194,0.016973213950448332,9,0.731732215774769,0.73325865352302,0.7428475411672455,0.7385459840932005,0.7320824465105858,0.7356933682137642,0.004335364524943736,Pass/Fail Risk,Decision Tree,entropy,3,4.0,2.0,,
0.0023793697357177733,5.565762110037722e-05,0.0007960319519042969,1.4459570862133828e-05,,,"{'model__criterion': 'entropy', 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5}",0.7058781258982466,0.6820330969267139,0.7342574683000215,0.7045991833225875,0.6975069847410273,0.7048549718377194,0.016973213950448332,9,0.731732215774769,0.73325865352302,0.7428475411672455,0.7385459840932005,0.7320824465105858,0.7356933682137642,0.004335364524943736,Pass/Fail Risk,Decision Tree,entropy,3,4.0,5.0,,
0.002408933639526367,6.506344737522837e-05,0.0008031845092773438,4.4548025031594244e-05,,,"{'model__criterion': 'entropy', 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10}",0.7058781258982466,0.6820330969267139,0.7342574683000215,0.7045991833225875,0.6975069847410273,0.7048549718377194,0.016973213950448332,9,0.731732215774769,0.73325865352302,0.7428475411672455,0.7385459840932005,0.7320824465105858,0.7356933682137642,0.004335364524943736,Pass/Fail Risk,Decision Tree,entropy,3,4.0,10.0,,
0.0027428627014160155,3.6908120136372834e-05,0.0007647037506103516,5.539526264746706e-06,,,"{'model__criterion': 'entropy', 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.7004886461626905,0.7182462927143778,0.7013754566946057,0.7070707070707071,0.6940683430045131,0.7042498891293789,0.008123170798913403,18,0.774822695035461,0.7790411112355775,0.7723423322504761,0.7615996415369105,0.7800940965609947,0.773579975323884,0.006616075743879605,Pass/Fail Risk,Decision Tree,entropy,5,1.0,2.0,,
0.002773761749267578,2.1770632201693573e-05,0.0007800102233886719,1.1254367136467818e-05,,,"{'model__criterion': 'entropy', 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.7004886461626905,0.7182462927143778,0.7013754566946057,0.7070707070707071,0.6976144422952933,0.7049591089875349,0.007318194152942247,8,0.774822695035461,0.7781561554833651,0.7723423322504761,0.7615996415369105,0.7800940965609947,0.7734029841734416,0.006478010208592232,Pass/Fail Risk,Decision Tree,entropy,5,1.0,5.0,,
